🎬  Reel Content Bank — 200 Ideas,,,,,,,,,,
200 production-ready ideas  |  Phase 2 + 3  |  हर row = ready to shoot/design,,,,,,,,,,
Content ID,Pillar,Pattern Used,Topic,Target Audience,Hook (First 3s),Farmer Pain Point,Solution,CTA,Expected Outcome,Virality /10
REEL-135,Retention (रिटेंशन),Crop Emergency Alert,Crop Emergency Alert: ज्वार (Reel),प्रगतिशील किसान,🚨 महाराष्ट्र में ज्वार पर रोग — 72 घंटे में यह करो!,बाज़ार भाव की जानकारी नहीं,"AgroManch पर ज्वार direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Retention + WhatsApp Growth,9
REEL-136,Brand (ब्रांड),Crop Emergency Alert,Crop Emergency Alert: हल्दी (Reel),नए डिजिटल किसान,🚨 राजस्थान में हल्दी पर रोग — 72 घंटे में यह करो!,मंडी में कम भाव,"AgroManch पर हल्दी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Retention + WhatsApp Growth,9
REEL-137,Awareness (जागरूकता),Farmer Success Story,Farmer Success Story: अदरक (Reel),सब्ज़ी उत्पादक,'पहले डर था — आज अदरक से खुशी है' — असली कहानी,बिचौलियों की लूट,"AgroManch पर अदरक direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Trust + Registration,9
REEL-138,Trust (भरोसा),Farmer Success Story,Farmer Success Story: लहसुन (Reel),बागवानी किसान,'पहले डर था — आज लहसुन से खुशी है' — असली कहानी,payment में देरी,"AgroManch पर लहसुन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Trust + Registration,9
REEL-139,Education (शिक्षा),Farmer Success Story,Farmer Success Story: केला (Reel),सीमांत किसान,'पहले डर था — आज केला से खुशी है' — असली कहानी,फसल में रोग/कीट,"AgroManch पर केला direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Trust + Registration,9
REEL-140,Community (समुदाय),Farmer Success Story,Farmer Success Story: अनार (Reel),जोखिम-सतर्क किसान,'पहले डर था — आज अनार से खुशी है' — असली कहानी,मौसम का नुकसान,"AgroManch पर अनार direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Trust + Registration,9
REEL-141,Marketplace (बाज़ार),Machinery Pride,Machinery Pride: Dragon Fruit (Reel),छोटे किसान,यह मशीन Dragon Fruit की लागत आधी कर देती है 😮,भंडारण की समस्या,"AgroManch पर Dragon Fruit direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Marketplace + Brand,8
REEL-142,Acquisition (अधिग्रहण),Machinery Pride,Machinery Pride: स्ट्रॉबेरी (Reel),युवा किसान (18-35),यह मशीन स्ट्रॉबेरी की लागत आधी कर देती है 😮,transport खर्च,"AgroManch पर स्ट्रॉबेरी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Marketplace + Brand,8
REEL-143,Retention (रिटेंशन),Scheme Bomb,Scheme Bomb: मशरूम (Reel),महिला किसान,"🚨 KCC (Kisan Credit Card) — किस्त आ रही है, status check करो!",quality grading,"AgroManch पर मशरूम direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,WhatsApp Growth + Registration,9
REEL-144,Brand (ब्रांड),Scheme Bomb,Scheme Bomb: सब्ज़ी (Reel),FPO सदस्य,"🚨 PM-KUSUM सोलर — किस्त आ रही है, status check करो!",सही buyer नहीं मिलता,"AgroManch पर सब्ज़ी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,WhatsApp Growth + Registration,9
REEL-145,Awareness (जागरूकता),Scheme Bomb,Scheme Bomb: भिंडी (Reel),प्रगतिशील किसान,"🚨 e-NAM — किस्त आ रही है, status check करो!",कर्ज़ का बोझ,"AgroManch पर भिंडी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,WhatsApp Growth + Registration,9
REEL-146,Trust (भरोसा),Scheme Bomb,Scheme Bomb: बैंगन (Reel),नए डिजिटल किसान,"🚨 Soil Health Card — किस्त आ रही है, status check करो!",नकली बीज/खाद,"AgroManch पर बैंगन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,WhatsApp Growth + Registration,9
REEL-147,Education (शिक्षा),Jugaad Hack,Jugaad Hack: फूलगोभी (Reel),सब्ज़ी उत्पादक,₹200 में फूलगोभी का जुगाड़ — 90% किसान नहीं जानते,पानी की कमी,"AgroManch पर फूलगोभी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Shareability + Reach,9
REEL-148,Community (समुदाय),Jugaad Hack,Jugaad Hack: मटर (Reel),बागवानी किसान,₹200 में मटर का जुगाड़ — 90% किसान नहीं जानते,मजदूरों की कमी,"AgroManch पर मटर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Shareability + Reach,9
REEL-149,Marketplace (बाज़ार),Before / After,Before / After: अरहर (Reel),सीमांत किसान,अरहर खेत: पहले बनाम बाद — यकीन नहीं होगा,सरकारी योजना की जानकारी नहीं,"AgroManch पर अरहर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Trust + Listing,8
REEL-150,Acquisition (अधिग्रहण),Before / After,Before / After: मूंगफली (Reel),जोखिम-सतर्क किसान,मूंगफली खेत: पहले बनाम बाद — यकीन नहीं होगा,बाज़ार भाव की जानकारी नहीं,"AgroManch पर मूंगफली direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Trust + Listing,8
REEL-151,Retention (रिटेंशन),Mahila Kisan,Mahila Kisan: गेहूं (Reel),छोटे किसान,'अकेले 3 एकड़ गेहूं संभाला' — रेखा देवी की कहानी,मंडी में कम भाव,"AgroManch पर गेहूं direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Community + Brand,9
REEL-152,Brand (ब्रांड),Mahila Kisan,Mahila Kisan: धान (Reel),युवा किसान (18-35),'अकेले 3 एकड़ धान संभाला' — रेखा देवी की कहानी,बिचौलियों की लूट,"AgroManch पर धान direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Community + Brand,9
REEL-153,Awareness (जागरूकता),Mahila Kisan,Mahila Kisan: मक्का (Reel),महिला किसान,'अकेले 3 एकड़ मक्का संभाला' — रेखा देवी की कहानी,payment में देरी,"AgroManch पर मक्का direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Community + Brand,9
REEL-154,Trust (भरोसा),Mahila Kisan,Mahila Kisan: सोयाबीन (Reel),FPO सदस्य,'अकेले 3 एकड़ सोयाबीन संभाला' — रेखा देवी की कहानी,फसल में रोग/कीट,"AgroManch पर सोयाबीन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Community + Brand,9
REEL-155,Education (शिक्षा),Weather Emergency,Weather Emergency: कपास (Reel),प्रगतिशील किसान,🚨 महाराष्ट्र Alert: 72 घंटे में मौसम — कपास बचाओ!,मौसम का नुकसान,"AgroManch पर कपास direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Retention + App Download,9
REEL-156,Community (समुदाय),Weather Emergency,Weather Emergency: गन्ना (Reel),नए डिजिटल किसान,🚨 राजस्थान Alert: 72 घंटे में मौसम — गन्ना बचाओ!,भंडारण की समस्या,"AgroManch पर गन्ना direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Retention + App Download,9
REEL-157,Marketplace (बाज़ार),Weather Emergency,Weather Emergency: टमाटर (Reel),सब्ज़ी उत्पादक,🚨 हरियाणा Alert: 72 घंटे में मौसम — टमाटर बचाओ!,transport खर्च,"AgroManch पर टमाटर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Retention + App Download,9
REEL-158,Acquisition (अधिग्रहण),Weather Emergency,Weather Emergency: प्याज (Reel),बागवानी किसान,🚨 गुजरात Alert: 72 घंटे में मौसम — प्याज बचाओ!,quality grading,"AgroManch पर प्याज direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Retention + App Download,9
REEL-159,Retention (रिटेंशन),Myth Buster,Myth Buster: आलू (Reel),सीमांत किसान,आलू के बारे में यह बात झूठ है — सच जानो,सही buyer नहीं मिलता,"AgroManch पर आलू direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Brand Authority,8
REEL-160,Brand (ब्रांड),Profit Calculator,Profit Calculator: मिर्च (Reel),जोखिम-सतर्क किसान,मिर्च में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,कर्ज़ का बोझ,"AgroManch पर मिर्च direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Lead Gen + Listing,9
REEL-161,Awareness (जागरूकता),Profit Calculator,Profit Calculator: सरसों (Reel),छोटे किसान,सरसों में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,नकली बीज/खाद,"AgroManch पर सरसों direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Lead Gen + Listing,9
REEL-162,Trust (भरोसा),Profit Calculator,Profit Calculator: चना (Reel),युवा किसान (18-35),चना में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,पानी की कमी,"AgroManch पर चना direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Lead Gen + Listing,9
REEL-163,Education (शिक्षा),Profit Calculator,Profit Calculator: मूंग (Reel),महिला किसान,मूंग में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,मजदूरों की कमी,"AgroManch पर मूंग direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Lead Gen + Listing,9
REEL-164,Community (समुदाय),Field Interview,Field Interview: बाजरा (Reel),FPO सदस्य,खेत से सीधे: MP के किसान क्या कह रहे हैं?,सरकारी योजना की जानकारी नहीं,"AgroManch पर बाजरा direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Trust + Authority,8
REEL-165,Marketplace (बाज़ार),Field Interview,Field Interview: ज्वार (Reel),प्रगतिशील किसान,खेत से सीधे: महाराष्ट्र के किसान क्या कह रहे हैं?,बाज़ार भाव की जानकारी नहीं,"AgroManch पर ज्वार direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Trust + Authority,8
REEL-166,Acquisition (अधिग्रहण),Old vs New,Old vs New: हल्दी (Reel),नए डिजिटल किसान,हल्दी बेचने का पुराना तरीका vs AgroManch — 5 घंटे vs 5 मिनट,मंडी में कम भाव,"AgroManch पर हल्दी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,App Download,8
REEL-167,Retention (रिटेंशन),Old vs New,Old vs New: अदरक (Reel),सब्ज़ी उत्पादक,अदरक बेचने का पुराना तरीका vs AgroManch — 5 घंटे vs 5 मिनट,बिचौलियों की लूट,"AgroManch पर अदरक direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,App Download,8
REEL-168,Brand (ब्रांड),Hidden Crop,Hidden Crop: लहसुन (Reel),बागवानी किसान,यह फसल ₹__/kg बिकती है — कोई गुजरात में नहीं उगाता क्यों?,payment में देरी,"AgroManch पर लहसुन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Marketplace + Listing,9
REEL-169,Awareness (जागरूकता),Hidden Crop,Hidden Crop: केला (Reel),सीमांत किसान,यह फसल ₹__/kg बिकती है — कोई कर्नाटक में नहीं उगाता क्यों?,फसल में रोग/कीट,"AgroManch पर केला direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Marketplace + Listing,9
REEL-170,Trust (भरोसा),Hidden Crop,Hidden Crop: अनार (Reel),जोखिम-सतर्क किसान,यह फसल ₹__/kg बिकती है — कोई पश्चिम बंगाल में नहीं उगाता क्यों?,मौसम का नुकसान,"AgroManch पर अनार direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Marketplace + Listing,9
REEL-171,Education (शिक्षा),Hidden Crop,Hidden Crop: Dragon Fruit (Reel),छोटे किसान,यह फसल ₹__/kg बिकती है — कोई UP में नहीं उगाता क्यों?,भंडारण की समस्या,"AgroManch पर Dragon Fruit direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Marketplace + Listing,9
REEL-172,Community (समुदाय),Tech Tutorial,Tech Tutorial: स्ट्रॉबेरी (Reel),युवा किसान (18-35),AgroManch पर स्ट्रॉबेरी list करो — 5 मिनट tutorial,transport खर्च,"AgroManch पर स्ट्रॉबेरी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,App Download + Activation,8
REEL-173,Marketplace (बाज़ार),Tech Tutorial,Tech Tutorial: मशरूम (Reel),महिला किसान,AgroManch पर मशरूम list करो — 5 मिनट tutorial,quality grading,"AgroManch पर मशरूम direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,App Download + Activation,8
REEL-174,Acquisition (अधिग्रहण),Tech Tutorial,Tech Tutorial: सब्ज़ी (Reel),FPO सदस्य,AgroManch पर सब्ज़ी list करो — 5 मिनट tutorial,सही buyer नहीं मिलता,"AgroManch पर सब्ज़ी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,App Download + Activation,8
REEL-175,Retention (रिटेंशन),Tech Tutorial,Tech Tutorial: भिंडी (Reel),प्रगतिशील किसान,AgroManch पर भिंडी list करो — 5 मिनट tutorial,कर्ज़ का बोझ,"AgroManch पर भिंडी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,App Download + Activation,8
REEL-176,Brand (ब्रांड),Award / Recognition,Award / Recognition: बैंगन (Reel),नए डिजिटल किसान,🏆 Kisan Star of the Week — राजस्थान के किसान को बधाई!,नकली बीज/खाद,"AgroManch पर बैंगन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Retention + Loyalty,8
REEL-177,Awareness (जागरूकता),Regional Language,Regional Language: फूलगोभी (Reel),सब्ज़ी उत्पादक,किसान भाई — आज भोजपुरी में फूलगोभी की बात,पानी की कमी,"AgroManch पर फूलगोभी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Registration + Reach,9
REEL-178,Trust (भरोसा),Regional Language,Regional Language: मटर (Reel),बागवानी किसान,किसान भाई — आज भोजपुरी में मटर की बात,मजदूरों की कमी,"AgroManch पर मटर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Registration + Reach,9
REEL-179,Education (शिक्षा),Regional Language,Regional Language: अरहर (Reel),सीमांत किसान,किसान भाई — आज भोजपुरी में अरहर की बात,सरकारी योजना की जानकारी नहीं,"AgroManch पर अरहर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Registration + Reach,9
REEL-180,Community (समुदाय),Regional Language,Regional Language: मूंगफली (Reel),जोखिम-सतर्क किसान,किसान भाई — आज भोजपुरी में मूंगफली की बात,बाज़ार भाव की जानकारी नहीं,"AgroManch पर मूंगफली direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Registration + Reach,9
REEL-181,Marketplace (बाज़ार),Community Debate,Community Debate: गेहूं (Reel),छोटे किसान,सच बोलो — गेहूं मंडी में सही भाव मिलता है? Poll 👇,मंडी में कम भाव,"AgroManch पर गेहूं direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Engagement + Community,9
REEL-182,Acquisition (अधिग्रहण),Community Debate,Community Debate: धान (Reel),युवा किसान (18-35),सच बोलो — धान मंडी में सही भाव मिलता है? Poll 👇,बिचौलियों की लूट,"AgroManch पर धान direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Engagement + Community,9
REEL-183,Retention (रिटेंशन),Seasonal Countdown,Seasonal Countdown: मक्का (Reel),महिला किसान,मक्का बुवाई में बस __ दिन बाकी — तैयारी शुरू!,payment में देरी,"AgroManch पर मक्का direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Listing + Marketplace,8
REEL-184,Brand (ब्रांड),Seasonal Countdown,Seasonal Countdown: सोयाबीन (Reel),FPO सदस्य,सोयाबीन बुवाई में बस __ दिन बाकी — तैयारी शुरू!,फसल में रोग/कीट,"AgroManch पर सोयाबीन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Listing + Marketplace,8
REEL-185,Awareness (जागरूकता),Seasonal Countdown,Seasonal Countdown: कपास (Reel),प्रगतिशील किसान,कपास बुवाई में बस __ दिन बाकी — तैयारी शुरू!,मौसम का नुकसान,"AgroManch पर कपास direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Listing + Marketplace,8
REEL-186,Trust (भरोसा),Seasonal Countdown,Seasonal Countdown: गन्ना (Reel),नए डिजिटल किसान,गन्ना बुवाई में बस __ दिन बाकी — तैयारी शुरू!,भंडारण की समस्या,"AgroManch पर गन्ना direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Listing + Marketplace,8
REEL-187,Education (शिक्षा),Profit Reveal,Profit Reveal: टमाटर (Reel),सब्ज़ी उत्पादक,इस किसान ने टमाटर से ₹__ लाख कमाए — कैसे?,transport खर्च,"AgroManch पर टमाटर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,App Download + Listing,10
REEL-188,Community (समुदाय),Profit Reveal,Profit Reveal: प्याज (Reel),बागवानी किसान,इस किसान ने प्याज से ₹__ लाख कमाए — कैसे?,quality grading,"AgroManch पर प्याज direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,App Download + Listing,10
REEL-189,Marketplace (बाज़ार),Profit Reveal,Profit Reveal: आलू (Reel),सीमांत किसान,इस किसान ने आलू से ₹__ लाख कमाए — कैसे?,सही buyer नहीं मिलता,"AgroManch पर आलू direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,App Download + Listing,10
REEL-190,Acquisition (अधिग्रहण),Profit Reveal,Profit Reveal: मिर्च (Reel),जोखिम-सतर्क किसान,इस किसान ने मिर्च से ₹__ लाख कमाए — कैसे?,कर्ज़ का बोझ,"AgroManch पर मिर्च direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,App Download + Listing,10
REEL-191,Retention (रिटेंशन),Mandi Shock,Mandi Shock: सरसों (Reel),छोटे किसान,सरसों मंडी में ₹__/kg — AgroManch पर ₹__! फर्क देखो 🔴🟢,नकली बीज/खाद,"AgroManch पर सरसों direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,App Download + Trust,10
REEL-192,Brand (ब्रांड),Mandi Shock,Mandi Shock: चना (Reel),युवा किसान (18-35),चना मंडी में ₹__/kg — AgroManch पर ₹__! फर्क देखो 🔴🟢,पानी की कमी,"AgroManch पर चना direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,App Download + Trust,10
REEL-193,Awareness (जागरूकता),Mandi Shock,Mandi Shock: मूंग (Reel),महिला किसान,मूंग मंडी में ₹__/kg — AgroManch पर ₹__! फर्क देखो 🔴🟢,मजदूरों की कमी,"AgroManch पर मूंग direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,App Download + Trust,10
REEL-194,Trust (भरोसा),Mandi Shock,Mandi Shock: बाजरा (Reel),FPO सदस्य,बाजरा मंडी में ₹__/kg — AgroManch पर ₹__! फर्क देखो 🔴🟢,सरकारी योजना की जानकारी नहीं,"AgroManch पर बाजरा direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,App Download + Trust,10
REEL-195,Education (शिक्षा),Crop Emergency Alert,Crop Emergency Alert: ज्वार (Reel),प्रगतिशील किसान,🚨 महाराष्ट्र में ज्वार पर रोग — 72 घंटे में यह करो!,बाज़ार भाव की जानकारी नहीं,"AgroManch पर ज्वार direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Retention + WhatsApp Growth,9
REEL-196,Community (समुदाय),Crop Emergency Alert,Crop Emergency Alert: हल्दी (Reel),नए डिजिटल किसान,🚨 राजस्थान में हल्दी पर रोग — 72 घंटे में यह करो!,मंडी में कम भाव,"AgroManch पर हल्दी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Retention + WhatsApp Growth,9
REEL-197,Marketplace (बाज़ार),Crop Emergency Alert,Crop Emergency Alert: अदरक (Reel),सब्ज़ी उत्पादक,🚨 हरियाणा में अदरक पर रोग — 72 घंटे में यह करो!,बिचौलियों की लूट,"AgroManch पर अदरक direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Retention + WhatsApp Growth,9
REEL-198,Acquisition (अधिग्रहण),Crop Emergency Alert,Crop Emergency Alert: लहसुन (Reel),बागवानी किसान,🚨 गुजरात में लहसुन पर रोग — 72 घंटे में यह करो!,payment में देरी,"AgroManch पर लहसुन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Retention + WhatsApp Growth,9
REEL-199,Retention (रिटेंशन),Farmer Success Story,Farmer Success Story: केला (Reel),सीमांत किसान,'पहले डर था — आज केला से खुशी है' — असली कहानी,फसल में रोग/कीट,"AgroManch पर केला direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Trust + Registration,9
REEL-200,Brand (ब्रांड),Farmer Success Story,Farmer Success Story: अनार (Reel),जोखिम-सतर्क किसान,'पहले डर था — आज अनार से खुशी है' — असली कहानी,मौसम का नुकसान,"AgroManch पर अनार direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Trust + Registration,9
